res_9,Health Care Systems,Food Access Systems,Emergency Systems,Education Systems,Financial Systems,Public Transport,Green Spaces Systems,Food and beverages,Other Systems,gross_amenity_score
89194a0d2c3ffff,,,,,,,1,,,0.78
89194a72397ffff,,,,,,,4,,,3.12
891874accafffff,,,,,,,,,1,0.1
8919410ed87ffff,,,,,,,,,1,0.1
89194305ccfffff,,,,,,,,,1,0.1
89194305d1bffff,,,,,,,,,1,0.1
89194e4952fffff,,,,,,,,,1,0.1
8919516b69bffff,,,,,,,,,1,0.1
891951d49c7ffff,,,,,,,,,1,0.1
8919581034bffff,,,,,,,,,1,0.1
89194ad16d3ffff,,,,,,,1,2,,1.18
89182ac130bffff,1,,,,,,,,,1
89182c17353ffff,1,,,,,,,,1,1.1
891942b9a6bffff,1,,,,,,,,1,1.1
89194362117ffff,1,,,,,,,,,1
89194a004c3ffff,1,,,,,,,,,1
89194a90267ffff,1,,,,,,,,,1
89194ac34b3ffff,1,,,,,,,,,1
89194e6cd27ffff,1,,,,,,,,1,1.1
89194e74307ffff,1,,,,,,,,,1
891951805c7ffff,1,,,,,,,,,1
8919518b32bffff,1,,,,,,,,,1
891951b2897ffff,1,,,,,,,,,1
89195d2f063ffff,1,,,,,,,,,1
89195dcd06bffff,1,,,,,,,,,1
89195ea0493ffff,1,,,,,,,,,1
891972386bbffff,1,,,,,,,,1,1.1
891972cc607ffff,1,,,,,,,,,1
8919732401bffff,1,,,,,,,,,1
8919422cda3ffff,,,,,,,,,1,0.1
8919435816bffff,,,,,,,,,1,0.1
89194ad0317ffff,,,,,,,,1,1,0.3
891821d5e0fffff,,,,,,,,,1,0.1
8918250ad13ffff,,,,,,,,,1,0.1
89182522c07ffff,,,,,,,,,1,0.1
89182c1040fffff,,,,,,,,,1,0.1
891870d241bffff,,,,,,,,,1,0.1
891870d75c3ffff,,,,,,,,,1,0.1
891875d3337ffff,,,,,,,,,1,0.1
891940416b3ffff,,,,,,,,,1,0.1
8919404939bffff,,,,,,,,,1,0.1
89194205bcbffff,,,,,,,,,1,0.1
89194208613ffff,,,,,,,,,1,0.1
8919420e01bffff,,,,,,,,,1,0.1
89194220a47ffff,,,,,,,,,1,0.1
8919423100fffff,,,,,,,,,1,0.1
8919423139bffff,,,,,,,,,1,0.1
8919424f61bffff,,,,,,,,,1,0.1
891942cce13ffff,,,,,,,,,1,0.1
89194624817ffff,,,,,,,,,1,0.1
89194675aabffff,,,,,,,,,1,0.1
891946ad667ffff,,,,,,,,,1,0.1
89194aa8487ffff,,,,,,,,,1,0.1
89194e68d4fffff,,,,,,,,,1,0.1
89194e68e33ffff,,,,,,,,,1,0.1
89194e7b1abffff,,,,,,,,,1,0.1
89194ed6c1bffff,,,,,,,,,1,0.1
891951020c3ffff,,,,,,,,,1,0.1
89195139d33ffff,,,,,,,,,1,0.1
891951b840fffff,,,,,,,,,1,0.1
89195241297ffff,,,,,,,,,1,0.1
89195246cbbffff,,,,,,,,,1,0.1
89195252c2bffff,,,,,,,,,1,0.1
89195254b53ffff,,,,,,,,,1,0.1
89195298133ffff,,,,,,,,,1,0.1
891952c93dbffff,,,,,,,,,1,0.1
891952cc64bffff,,,,,,,,,1,0.1
891952cc683ffff,,,,,,,,,1,0.1
8919540680bffff,,,,,,,,,1,0.1
8919550c9c3ffff,,,,,,,,,1,0.1
891955cb0b3ffff,,,,,,,,,1,0.1
8919566d2abffff,,,,,,,,,1,0.1
8919587646fffff,,,,,,,,,1,0.1
891958cab4bffff,,,,,,,,,1,0.1
89195948c33ffff,,,,,,,,,1,0.1
891959964b3ffff,,,,,,,,,1,0.1
891959b1873ffff,,,,,,,,,1,0.1
89195b15c3bffff,,,,,,,,,1,0.1
89195b44533ffff,,,,,,,,,1,0.1
89195b71103ffff,,,,,,,,,1,0.1
89195c04317ffff,,,,,,,,,1,0.1
89195c0697bffff,,,,,,,,,1,0.1
89195c0a9a3ffff,,,,,,,,,1,0.1
89195c336a7ffff,,,,,,,,,1,0.1
89195c3806fffff,,,,,,,,,1,0.1
89195c3a68bffff,,,,,,,,,1,0.1
89195c774b7ffff,,,,,,,,,2,0.2
89195caa1abffff,,,,,,,,,1,0.1
89195cac937ffff,,,,,,,,,1,0.1
89195cb9c57ffff,,,,,,,,,1,0.1
89195d2c05bffff,,,,,,,,,1,0.1
89195d2ea17ffff,,,,,,,,2,1,0.5
89195d44327ffff,,,,,,,,,1,0.1
89195d7423bffff,,,,,,,,,1,0.1
89195d78cabffff,,,,,,,,,1,0.1
89195dda22bffff,,,,,,,,1,1,0.3
89195e2104fffff,,,,,,,,,1,0.1
89195e699cfffff,,,,,,,,,1,0.1
89195e94297ffff,,,,,,,,,1,0.1
89197321133ffff,,,,,,,,,1,0.1
89195d80993ffff,,,,1,,,,,,0.8
89182c023dbffff,,,,,,,,3,,0.6
89182c1a3bbffff,,,,,,,,1,,0.2
891940cd0bbffff,,,,,,,,2,,0.4
89194262b3bffff,,,,,,,,1,,0.2
891943054d7ffff,,,,,,,,1,,0.2
89194321dc3ffff,,,,,,,,1,,0.2
89194a95b0fffff,,,,,,,,1,,0.2
89194ad06dbffff,,,,,,,,1,,0.2
89195840013ffff,,,,,,,,1,,0.2
891958475bbffff,,,,,,,,1,,0.2
8919584e8c3ffff,,,,,,,,1,,0.2
89195906d6bffff,,,,,,,,1,,0.2
89195a109bbffff,,,,,,,,1,,0.2
89195aa0ea7ffff,,,,,,,,1,,0.2
89195da6ec3ffff,,,,,,,,1,,0.2
89197216e4fffff,,,,,,,,1,,0.2
8919721631bffff,,,,,,,,1,,0.2
89180115467ffff,,,,,,,,,1,0.1
8919402c293ffff,,,,,,,,,1,0.1
8919583733bffff,,,,,,,,,1,0.1
89195906843ffff,,,,,,,,,1,0.1
8919591097bffff,,,,,,,,,1,0.1
89195c329a7ffff,,,,,,,,,1,0.1
89195d2e10fffff,,,,,,,,,1,0.1
891821b4ca3ffff,,,,,,,,1,,0.2
891828d4e07ffff,,,,,,,,1,,0.2
89182c8da2bffff,,,,,,,,1,,0.2
89182cd497bffff,,,,,,,,1,,0.2
8918746ea8fffff,,,,,,,,1,,0.2
89194269163ffff,,,,,,,,1,,0.2
891942c4347ffff,,,,,,,,1,,0.2
89194359cd3ffff,,,,,,,,1,,0.2
89194ad1103ffff,,,,,,,,2,,0.4
89194ad8853ffff,,,,,,,,3,,0.6
89194e144abffff,,,,,,,,1,,0.2
89194e38a6bffff,,,,,,,,1,,0.2
89194e69d77ffff,,,,,,,,1,,0.2
89194e80097ffff,,,,,,,,1,,0.2
8919513106fffff,,,,,,,,1,,0.2
891954486a7ffff,,,,,,,,1,,0.2
8919552daa3ffff,,,,,,,,1,,0.2
8919588557bffff,,,,,,,,1,,0.2
89195c688c7ffff,,,,,,,,1,,0.2
89195d2b34bffff,,,,,,,,1,,0.2
89195d36183ffff,,,,,,,,1,,0.2
89195da584fffff,,,,,,,,1,,0.2
89197324627ffff,,,,,,,,1,,0.2
8919012d90bffff,,,,,,,,,1,0.1
891951a92cbffff,,,,,,,,,1,0.1
89195bc5e37ffff,,,,,,,,,2,0.2
8919424533bffff,,,,,,,,,1,0.1
891943ce18fffff,,,,,,,,,1,0.1
89194ad4ab7ffff,,,,,,,,,1,0.1
89195a28b53ffff,,,,,,,,,1,0.1
89182c8f1b3ffff,,,,,,,,,1,0.1
89194e13007ffff,,,,,,,,,1,0.1
891952d6e43ffff,,,,,,,,,1,0.1
89195459397ffff,,,,1,,,,,,0.8
891909af02bffff,,,,,,,,,1,0.1
89182e30a03ffff,1,,,,,,,,,1
89195873233ffff,1,,,,,,,,,1
891951a196fffff,,,,,,,,,1,0.1
891946cd973ffff,,,,,,,,1,2,0.4
89180521163ffff,,1,,,1,,,,,1.5
89182a58e33ffff,1,,,,1,,,,,1.6
891909aee03ffff,1,,,,1,,,1,,1.8
891942c6bdbffff,,,,,1,,,,1,0.7
89194ad1517ffff,,,,,1,,,,,0.6
89194ad3013ffff,,3,,,1,,,7,1,4.8
89194ada657ffff,,,,,1,,,2,,1
89195180e6fffff,,,,,1,,,,2,0.8
8919586b1d3ffff,,,,,1,,,,5,1.1
89195991137ffff,1,3,,,1,,,,,4.3
89195daeb6fffff,,,,,2,,,,,1.2
8919726ac43ffff,,,,,1,,,,,0.6
89197274453ffff,,,,,1,,,,1,0.7
891972745c3ffff,,,,,1,,,,,0.6
891805ba8a3ffff,,,,,1,,,,1,0.7
8918216c67bffff,1,,,,1,,,1,,1.8
891828cd483ffff,1,,,,1,,,,,1.6
891909ac507ffff,1,6,,,4,,,20,,12.8
8919429665bffff,,,,,1,,,,1,0.7
89194a88babffff,1,1,,,1,,,3,,3.1
89194ad2293ffff,1,,,,1,,1,6,3,3.88
8919519ac6bffff,4,3,,,3,,1,13,3,12.18
891951b6967ffff,1,,,,1,,,,,1.6
89195b00e23ffff,2,2,,,1,,,5,1,5.5
89195b8c30bffff,1,,,,1,,,,1,1.7
89195daeccbffff,,2,,,1,,,,,2.4
89195db4867ffff,,1,,1,1,,,1,,2.5
89195e712c7ffff,1,2,,,1,,,4,1,4.3
8919720332fffff,2,1,,,4,,,1,1,5.6
89182c172b7ffff,,2,,,,,,5,,2.8
8918740f34bffff,,,,,,,,1,,0.2
8919429a9d3ffff,,2,,,,,,11,,4
89194ad3233ffff,1,,,,,,,1,,1.2
89194ad346fffff,,3,,,,,,9,,4.5
89194e0d32fffff,1,,,,,,,2,,1.4
89194ed41b7ffff,,1,,,,,,4,,1.7
89195b6ad93ffff,,,,,,,,4,1,0.9
8919720c867ffff,,,,,,,,1,,0.2
891973366cfffff,1,,,,,,,4,,1.8
89182e586cfffff,,,,,,,3,,,2.34
89194ad313bffff,,,,,,,1,,,0.78
89195180337ffff,,,,,,,3,,,2.34
891952d4597ffff,1,,,,,,,,1,1.1
89182c10aabffff,,,,,,,,,1,0.1
89195da4223ffff,,,,,,,,,1,0.1
89182585977ffff,,,,,,,,1,,0.2
891828c00dbffff,,1,,,,,,1,1,1.2
89182c1742fffff,1,2,,,,,,4,1,3.7
89182c176a3ffff,2,,,,,,,2,1,2.5
89182e6e033ffff,,,,,,,,1,,0.2
89182e6f3b3ffff,,,,,,,,2,1,0.5
891870d1653ffff,,,,,,,,1,,0.2
89187290573ffff,,,,,,,,1,1,0.3
891874124d7ffff,,,,,,,,1,,0.2
891909ac067ffff,,,,,,,,1,,0.2
89190dadc2bffff,,,,,,,,1,,0.2
89190dc551bffff,,,,,,,,1,,0.2
8919410eba3ffff,,,,,,,,1,3,0.5
8919420161bffff,,1,,,,,,1,,1.1
8919420910bffff,,,,,,,,1,,0.2
8919420c1cfffff,,,,,,,,1,,0.2
8919421a657ffff,,,,,,,,1,,0.2
8919426d00bffff,,,,,,,,1,,0.2
89194279843ffff,,,,,,,,2,1,0.5
8919428f113ffff,,,,,,,,1,,0.2
8919429a973ffff,,,,,,,,1,,0.2
891942c522bffff,1,1,,,,,,5,,2.9
891942c58c3ffff,,,,,,,,1,,0.2
891942c58cbffff,,,,,,,,2,,0.4
891942d5213ffff,,,,,,,,1,,0.2
8919433492fffff,1,,,,,,,2,,1.4
89194359957ffff,1,,,,,,,1,,1.2
89194361c57ffff,,2,,,,,,1,,2
89194a0d257ffff,,,,,,,4,2,,3.52
89194a0d273ffff,,,,,,,4,3,1,3.82
89194a5702fffff,,,,,,,,1,,0.2
89194a92a87ffff,,1,,,,,,1,,1.1
89194ac1147ffff,,,,,,,,2,,0.4
89194ac89cbffff,,,,,,,,1,,0.2
89194ac966bffff,,,,1,,,,2,,1.2
89194ad0ad3ffff,,,,,,,,1,1,0.3
89194ad15abffff,3,1,,,,,,6,,5.1
89194ad2ecfffff,1,1,,,,,,8,2,3.7
89194ad344fffff,,,,1,,,,2,1,1.3
89194ad5b4bffff,,,,,,,,1,,0.2
89194ada88bffff,,,,,,,,1,,0.2
89194adabd7ffff,,,,,,,,1,,0.2
89194adad1bffff,,,,,,,,2,3,0.7
89194e0d333ffff,,1,,,,,,8,2,2.7
89194e24ad3ffff,,1,,,,,,1,,1.1
89194e69343ffff,,,,,,,,1,,0.2
89194e69a03ffff,,,,,,,,1,,0.2
89194e6ebbbffff,,,,,,,,1,,0.2
89194e7b0bbffff,1,1,,,,,,1,,2.1
89194e816cbffff,,,,,,,,1,,0.2
89194ec9ad7ffff,,,,,,,,4,,0.8
89195106bd3ffff,1,,,,,,,1,,1.2
89195110437ffff,,,,,,,,1,,0.2
891951b68c7ffff,,,,,,,,1,,0.2
891952448b3ffff,,,,,,,,1,,0.2
891952d6ed3ffff,,,,,,,,1,1,0.3
891958391d3ffff,,1,,,,,,1,,1.1
8919587a5b3ffff,,1,,,,,,6,,2.1
891958a766bffff,,,,,,,,1,,0.2
89195902513ffff,,1,,,,,,3,,1.5
8919590d60fffff,,,,1,,,,1,,1
891959aa0b3ffff,,4,,,,,,4,2,4.6
891959ab463ffff,,,,,,,,1,,0.2
891959b55afffff,1,,,,,,,1,1,1.3
89195a88123ffff,,,,,,,,1,,0.2
89195aa6ecfffff,,1,,,,,,5,,1.9
89195ab6bb7ffff,,,,,,,,1,,0.2
89195b44083ffff,,2,,,,,,4,1,2.7
89195b46a93ffff,,,,,,,,1,1,0.3
89195b78e77ffff,,,,,,,,1,,0.2
89195bc6e03ffff,,,,,,,,1,,0.2
89195c0ce2fffff,1,1,,,,,,1,1,2.2
89195c4aa2fffff,,,,,,,,1,1,0.3
89195cada63ffff,,,,,,,,4,,0.8
89195cb1027ffff,,,,,,,,1,,0.2
89195cda62bffff,,,,,,,,2,,0.4
89195d09867ffff,,5,,,,,,6,1,5.8
89195d09b13ffff,,,,,,,,1,,0.2
89195d31acfffff,,,,,,,,1,,0.2
89195d358cfffff,,,,,,,,4,,0.8
89195d7069bffff,,1,,,,,,1,,1.1
89195d75c9bffff,,,,,,,,1,,0.2
89195d7769bffff,,,,,,,,1,,0.2
89195d81523ffff,,,,,,,,1,,0.2
89195d8822fffff,,,,,,,,1,,0.2
89195da4163ffff,1,,,,,,,1,,1.2
89195da4b4bffff,,,,,,,,2,,0.4
89195da6c77ffff,,2,,,,,,3,,2.4
89195da6eb3ffff,,1,,,,,,2,1,1.4
89195dae86fffff,,,,,,,,1,,0.2
89195daf60fffff,,,,,,,,2,,0.4
89197203337ffff,,,,,,,,1,,0.2
8919726aa37ffff,,,,,,,,1,,0.2
89197276543ffff,1,1,,,,,,3,,2.5
891972c42c3ffff,,,,,,,,1,,0.2
89197335223ffff,1,1,,,,,,1,,2.1
89197335393ffff,,1,,,,,,3,1,1.6
891976bb2c7ffff,,2,,,,,1,4,,3.38
89194adb523ffff,,,,,,,,,1,0.1
89195d8756fffff,,,,,,,,,1,0.1
89182c0ae47ffff,,,,,,,,,1,0.1
891959b8323ffff,,,,,,,,,1,0.1
89182880b0fffff,1,,,,,,,,1,1.1
8919465a437ffff,,,,,,,,,2,0.2
89194e0dc07ffff,,,,,,,,,2,0.2
89194ecb38bffff,,,,,,,,,1,0.1
89195523597ffff,,,,,,,,,1,0.1
89195aaa80fffff,,,,,,,,,1,0.1
89195d308c3ffff,,,,,,,,,1,0.1
89195d8a36fffff,,,,,,,,,1,0.1
891972cc30fffff,,,,,,,,,5,0.5
89194ad0563ffff,,,,,,,,,1,0.1
89195c48d23ffff,,,,,,,,,1,0.1
89195d2cb13ffff,,,,,,,,,1,0.1
89194ad3387ffff,,1,,,,,,,1,1
89194ada193ffff,1,,,,,,,1,,1.2
8919586b5d7ffff,2,,,,,,,,2,2.2
89195e24acfffff,1,,,,,,,,,1
891951a98dbffff,,,,,,,,,1,0.1
891972900afffff,1,2,,1,,,,1,,3.8
89194072663ffff,1,,,,,,,,,1
8919424c3a7ffff,1,,,,,,,,,1
89194334923ffff,1,,,,,,,1,1,1.3
89194aa12b3ffff,1,,,,,,,,,1
89194ac8bafffff,1,,,,,,,,,1
891951b4013ffff,1,,,,,,,,,1
89195abaa77ffff,1,,,,,,,,,1
89195ca4acbffff,1,,,,,,,,1,1.1
89195d89d13ffff,1,,,,,,,,1,1.1
89182a3a483ffff,2,,,,,,,,1,2.1
8919422e213ffff,1,,,,,,,,,1
89195176043ffff,1,,,,,,,,,1
8919518649bffff,1,,,,,,,,,1
891951b5407ffff,1,,,,,,,,,1
891955d0663ffff,1,,,,,,,,,1
89195d2e08fffff,2,,,,,,,,,2
89195dae9b7ffff,1,,,,,,,,,1
891958391cbffff,,,,,,,,,1,0.1
8918058f267ffff,,1,,,,,,,,0.9
891821105b7ffff,,1,,,,,,,,0.9
8918740ead7ffff,,1,,,,,,,,0.9
8919092f477ffff,,1,,,,,,,,0.9
8919410e94fffff,,1,,,,,,,,0.9
8919421144fffff,,3,,,,,,2,,3.1
89194248617ffff,,1,,,,,,,,0.9
8919424e6abffff,2,2,,,,,,,,3.8
891942520afffff,,1,,,,,,,,0.9
891942c5d77ffff,,2,,,,,,2,1,2.3
891942c5e7bffff,,1,,,,,,,,0.9
89194ad3213ffff,,1,,,,,,,1,1
89194e0d317ffff,,1,,,,,,1,,1.1
89194e6d293ffff,1,1,,,,,,,,1.9
89194edb213ffff,,1,,,,,,,,0.9
8919510400bffff,,1,,,,,,1,,1.1
891951805b3ffff,,1,,,,,,,,0.9
8919518905bffff,,3,,,,,,,,2.7
891951b737bffff,,1,,,,,,,,0.9
89195564693ffff,1,2,,,,,,,,2.8
8919566dac3ffff,,1,,,,,,,,0.9
891958058a7ffff,,1,,,,,,,,0.9
8919583804bffff,,1,,,,,,,,0.9
89195902617ffff,,1,,,,,,,,0.9
891959706c7ffff,,1,,,,,,,,0.9
891959ba39bffff,,3,,,,,,,1,2.8
89195aa06c7ffff,,1,,,,,,,,0.9
89195c3b18bffff,,1,,,,,,1,,1.1
89195d09903ffff,1,1,,,,,,,,1.9
89195d29c97ffff,,1,,,,,,,,0.9
89195d2e04bffff,,1,,,,,,,,0.9
89195d36c57ffff,,1,,,,,,,,0.9
89195d89d33ffff,,1,,,,,,,,0.9
89195da3597ffff,1,2,,,,,,,1,2.9
89195dcd28bffff,,1,,,,,,,,0.9
8919722a097ffff,,1,,,,,,,,0.9
89197239243ffff,,2,,,,,1,,,2.58
89197241a4bffff,,1,,,,,,,,0.9
891972636cfffff,,1,,,,,,,,0.9
8919727693bffff,,1,,,,,,,,0.9
891973242cfffff,,1,,,,,,,1,1
891828794a3ffff,,,,,,,,,1,0.1
89182c1abb7ffff,,,,,,,,,1,0.1
89190127273ffff,,,,,,,,,1,0.1
89194365da7ffff,,,,,,,,,1,0.1
89194e298bbffff,,,,,,,,,1,0.1
89194e74da7ffff,,,,,,,,,1,0.1
89194ec9ba3ffff,,,,,,,,,1,0.1
891954da557ffff,,,,,,,,,1,0.1
8919583b0b7ffff,,,,,,,,,1,0.1
89195d2eb27ffff,,,,,,,,,2,0.2
891972015cbffff,,,,,,,,,1,0.1
891972783cfffff,,,,,,,,,1,0.1
89194ad153bffff,,,,,,,1,,,0.78
89182c8f283ffff,,,,1,,,,,,0.8
891948cc603ffff,,1,,,,,,,,0.9
89194e78527ffff,,1,,,,,,,,0.9
89194a0d203ffff,,,,,,,2,1,,1.76
891909b6e23ffff,,,,,,,,,1,0.1
89194135637ffff,,,,,,,,,1,0.1
89194305527ffff,,,,,,,,,1,0.1
8919430554bffff,,,,,,,,,1,0.1
89194e6897bffff,,,,,,,,,1,0.1
891951b7013ffff,,,,,,,,,1,0.1
8919556ec93ffff,,,,,,,,,1,0.1
89195c0eb5bffff,,,,,,,,,2,0.2
89195d36d37ffff,,,,,,,,1,1,0.3
891909af203ffff,1,,,,,,,,,1
89190b32227ffff,1,,,,,,,1,,1.2
8919420cd8fffff,1,,,,,,,,,1
891942b8403ffff,1,,,,,,,,1,1.1
891942cd427ffff,1,,,,,,,,,1
89194358267ffff,1,,,,,,,,,1
89194655c6fffff,1,,,,,,,,,1
89195abaa73ffff,1,,,,,,,,,1
89195b5a643ffff,1,,,,,,,,,1
89195bc356bffff,1,,,,,,,,,1
89195c45ad7ffff,1,,,,,,,,,1
89195d09b5bffff,1,,,,,,,,,1
89194aca623ffff,,,,,,,,,1,0.1
89194e6c22fffff,,,,,,,,,1,0.1
89194ecb3d7ffff,,,,,,,,,1,0.1
89195871017ffff,,,,,,,,,1,0.1
891801a3217ffff,,,,,,,,,2,0.2
89182113523ffff,,,,,,,,,1,0.1
8918250212bffff,,,,,,,,,1,0.1
89182535e03ffff,,,,,,,,,1,0.1
8918746d827ffff,,,,,,,,,1,0.1
8918746eecbffff,,,,,,,,,1,0.1
891874ae8d3ffff,,,,,,,,,1,0.1
8919405716fffff,,,,,,,,,1,0.1
8919405a983ffff,,,,,,,,,1,0.1
89194111017ffff,,,,,,,,,1,0.1
8919412318fffff,,,,,,,,,1,0.1
89194205907ffff,,,,,,,,,1,0.1
8919420ccb3ffff,,,,,,,,,1,0.1
8919421824fffff,,,,,,,,,1,0.1
8919426640bffff,,,,,,,,,1,0.1
891942a1923ffff,,,,,,,,,1,0.1
891942a35cbffff,,,,,,,,,1,0.1
891943388dbffff,,,,,,,,,1,0.1
891943560afffff,,,,,,,,,1,0.1
8919460b633ffff,,,,,,,,,1,0.1
8919463805bffff,,,,,,,,,1,0.1
891946c9237ffff,,,,,,,,,1,0.1
89194a468afffff,,,,,,,,,1,0.1
89194ac028fffff,,,,,,,,,1,0.1
89194ac76d3ffff,,,,,,,,,1,0.1
89194e50107ffff,,,,,,,,,1,0.1
89194e61a8fffff,,,,,,,,,1,0.1
89194e68877ffff,,,,,,,,,1,0.1
89194ec4a57ffff,,,,,,,,,1,0.1
891950c32c3ffff,,,,,,,,,1,0.1
8919510466bffff,,,,,,,,,1,0.1
89195130677ffff,,,,,,,,,3,0.3
891951a234fffff,,,,,,,,,1,0.1
891951b696fffff,,,,,,,,,1,0.1
89195210d4fffff,,,,,,,,,1,0.1
8919524034bffff,,,,,,,,,1,0.1
89195250e0fffff,,,,,,,,,1,0.1
891952d5b6bffff,,,,,,,,,1,0.1
891952d6bcfffff,,,,,,,,,1,0.1
891952db0c3ffff,,,,,,,,,1,0.1
89195566293ffff,,,,,,,,,1,0.1
891955da93bffff,,,,,,,,,1,0.1
8919581037bffff,,,,,,,,,2,0.2
8919583936fffff,,,,,,,,,1,0.1
8919583b13bffff,,,,,,,,,1,0.1
89195855dcbffff,,,,,,,,,1,0.1
89195895417ffff,,,,,,,,,1,0.1
891958a24a7ffff,,,,,,,,,1,0.1
891958c0d8bffff,,,,,,,,,1,0.1
891958c6e0bffff,,,,,,,,,1,0.1
8919590d4d7ffff,,,,,,,,,1,0.1
89195b0a373ffff,,,,,,,,1,1,0.3
89195ba0a83ffff,,,,,,,,,1,0.1
89195bd6bdbffff,,,,,,,,,1,0.1
89195c01b97ffff,,,,,,,,,1,0.1
89195c0ad6bffff,,,,,,,,,1,0.1
89195c0f06fffff,,,,,,,,,1,0.1
89195c4b5bbffff,,,,,,,,,1,0.1
89195c71b03ffff,,,,,,,,,1,0.1
89195ca5963ffff,,,,,,,,,1,0.1
89195cad197ffff,,,,,,,,,1,0.1
89195cc74d7ffff,,,,,,,,,1,0.1
89195d2b6a7ffff,,,,,,,,,1,0.1
89195d344bbffff,,,,,,,,,1,0.1
89195d47527ffff,,,,,,,,,1,0.1
89195d55eb7ffff,,,,,,,,,1,0.1
89195d7a0afffff,,,,,,,,,1,0.1
89195dae483ffff,,,,,,,,,1,0.1
89195dc800fffff,,,,,,,,,1,0.1
89195e14a4bffff,,,,,,,,,1,0.1
89195e3196bffff,,,,,,,,,1,0.1
89195eca3a7ffff,,,,,,,,,1,0.1
891973368dbffff,,,,,,,,,1,0.1
891976a93dbffff,,,,,,,,,1,0.1
891976bb21bffff,,,,,,,,,1,0.1
89182546453ffff,,,,,,,,1,,0.2
891909a96abffff,,,,,,,,1,,0.2
89190dad343ffff,,,,,,,,1,,0.2
8919429a95bffff,,,,,,,,2,,0.4
89194334a7bffff,,,,,,,,1,,0.2
89194ad16d7ffff,,,,,,,,1,,0.2
89194ad36cbffff,,,,,,,,3,,0.6
89194adb2c7ffff,,,,,,,,2,,0.4
89194e693d3ffff,,,,,,,,1,,0.2
8919588290bffff,,,,,,,,1,,0.2
891959723a7ffff,,,,,,,,1,,0.2
89195a11c33ffff,,,,,,,,1,,0.2
89195a1ab93ffff,,,,,,,,1,,0.2
89195ab6927ffff,,,,,,,,1,,0.2
89195d09bc3ffff,,,,,,,,1,,0.2
89195d2c803ffff,,,,,,,,1,,0.2
89195da3523ffff,,,,,,,,1,,0.2
89195dba06fffff,,,,,,,,1,,0.2
8919422492bffff,,,,,,,,1,,0.2
89195e22673ffff,,,,,,,,1,,0.2
8919012a413ffff,,,,,,,,,1,0.1
891942cde37ffff,,,,,,,,,1,0.1
8919464a0cfffff,,,,,,,,,1,0.1
89194e01217ffff,,,,,,,,,1,0.1
89195844903ffff,,,,,,,,,2,0.2
89195c3ac33ffff,,,,,,,,,1,0.1
89195c8e9b3ffff,,,,,,,,,1,0.1
891828c000bffff,,,,,,,,1,,0.2
89182c1455bffff,,,,,,,,1,,0.2
89187490313ffff,,,,,,,,1,,0.2
891909a522bffff,,,,,,,,1,,0.2
89194239613ffff,,,,,,,,1,,0.2
89194275867ffff,,,,,,,,1,,0.2
89194ad10b3ffff,,,,,,,,1,,0.2
89194ad1663ffff,,,,,,,,1,,0.2
89194ad16dbffff,,,,,,,,2,,0.4
89194ad3667ffff,,,,,,,,2,,0.4
89194e69b07ffff,,,,,,,,1,,0.2
891951ac1bbffff,,,,,,,,1,,0.2
891959010b3ffff,,,,,,,,1,,0.2
89195910b8fffff,,,,,,,,1,,0.2
89195a88a2bffff,,,,,,,,1,,0.2
89195b008dbffff,,,,,,,,1,,0.2
89195b61567ffff,,,,,,,,1,,0.2
89195c62ea3ffff,,,,,,,,1,,0.2
89195dac2b3ffff,,,,,,,,1,1,0.3
89197239213ffff,,,,,,,,1,,0.2
89197359cc3ffff,,,,,,,,1,,0.2
8918236e86bffff,,,,,,,,,1,0.1
89180181937ffff,,,,,,,,,2,0.2
891909c112bffff,,,,,,,,,1,0.1
891874acedbffff,,,,,,,,,1,0.1
89190c33243ffff,,,,,,,,,1,0.1
89194e99d73ffff,,,,,,,,,1,0.1
89195189e03ffff,,,,,,,,,1,0.1
891952d41afffff,,,,,,,,,1,0.1
89195acc383ffff,,,,,,,,,1,0.1
89195da588bffff,,,,,,,,,1,0.1
89197288d63ffff,,,,,,,,,1,0.1
89194a02807ffff,1,,,,,,,,,1
89194ad194fffff,1,,,,,,,,,1
891951b4c8bffff,1,,,,,,,,,1
891942c58b7ffff,,1,,1,,,,4,3,2.8
89194072117ffff,,1,,,1,,,,1,1.6
8919421b103ffff,,,,,1,,,2,,1
89194a90b63ffff,,,,,2,,,,,1.2
89194e6937bffff,,1,,,1,,,2,,1.9
89194e832c7ffff,,,,,1,,,,,0.6
8919584ee4fffff,,1,,,1,,,2,,1.9
8919587a5abffff,2,3,,,5,,,7,3,9.4
891959a9dd3ffff,,,,,1,,,,1,0.7
891959aa073ffff,,1,,,1,,,3,1,2.2
891959b8477ffff,,,,,1,,,,,0.6
89195bd6b97ffff,,,,,1,,,,1,0.7
89195cac073ffff,,,,,1,,,,,0.6
89195d2e14fffff,2,3,,,1,,1,3,12,7.88
89197261e23ffff,,,,,1,,,,,0.6
89187416893ffff,,,,,1,,,1,,0.8
89194105a03ffff,,2,,,1,,1,5,,4.18
89194110667ffff,,1,,,1,,,2,2,2.1
89194a88b37ffff,,,,,1,,,,1,0.7
89194ab030fffff,1,2,,,1,,,3,,4
891951b760fffff,,1,,,1,,,,,1.5
891958446cfffff,,1,1,,1,,,4,2,3.2
891959481d7ffff,,,,,1,,,,1,0.7
89195eccdb3ffff,,,,,1,,,,1,0.7
8919724e867ffff,1,2,,,1,,,,1,3.5
