res_9,Health Care Systems,Food Access Systems,Emergency Systems,Education Systems,Financial Systems,Public Transport,Green Spaces Systems,Food and beverages,Other Systems,gross_amenity_score
89194105a7bffff,,,,,,,,,2,0.2
891942d533bffff,,,,,,,,,1,0.1
89194a8eb03ffff,,,,,,,,,1,0.1
89195da2093ffff,,,,,,,,,1,0.1
8919721a457ffff,,,,,,,,,1,0.1
89195dacd2fffff,,,,,,,,,1,0.1
891909ac54bffff,3,1,,,,,,1,,4.1
89194ada1dbffff,1,1,,,,,,,,1.9
891951b5687ffff,1,,,,,,,,,1
89195180697ffff,,,,,,,,,1,0.1
891958998b3ffff,,,,,,,,,1,0.1
8919417600bffff,1,,,,,,,,,1
891942cab97ffff,3,,,,,,,,,3
89194a7a113ffff,1,,,,,,,,1,1.1
89194ad5233ffff,3,,,,,,,,,3
89194ada50bffff,3,1,,,,,,2,1,4.4
89195131b77ffff,1,,,,,,,,,1
8919586b4dbffff,1,,,,,,,,,1
89195d01903ffff,1,,,,,,,,,1
891954d54b3ffff,1,,,,,,,,,1
89195cc763bffff,2,,,,,,,,,2
89195d0189bffff,1,,,1,,,,,,1.8
89195d2b3b3ffff,1,,,,,,,,,1
89182c12957ffff,,1,,,,,,,,0.9
89182c1a953ffff,1,1,,,,,,,,1.9
891870d334bffff,,1,,,,,,1,,1.1
891909aea13ffff,,1,,,,,,,,0.9
89192871d03ffff,,1,,,,,,1,,1.1
89194075cd3ffff,,1,,,,,,,1,1
891941ace4fffff,,1,,,,,,,,0.9
89194284097ffff,,2,,,,,,,1,1.9
8919429ad6fffff,,1,,,,,,,,0.9
891942cc2c3ffff,,1,,,,,,,,0.9
8919433a087ffff,,1,,,,,,,,0.9
891943c88b3ffff,,1,,,,,,,,0.9
89194632a8bffff,,1,,,,,,1,1,1.2
89194a73037ffff,,1,,,,,,,,0.9
89194a88b07ffff,,1,,,,,,,,0.9
89194a8aa47ffff,,1,,,,,,,,0.9
89194ad8b63ffff,,1,,,,,,1,1,1.2
89194ad90cfffff,,2,,,,,,1,,2
89194e61e0bffff,,1,,,,,,,,0.9
89194e6b5b7ffff,,1,,,,,,,1,1
891951a1163ffff,,1,,,,,,,3,1.2
891951b4893ffff,,1,,,,,,1,,1.1
891952d4117ffff,,1,,,,,,,,0.9
8919566057bffff,,1,,,,,,,1,1
8919580f063ffff,,1,,,,,,,,0.9
8919586416bffff,,1,,,,,,,,0.9
891959ab6c7ffff,1,2,,,,,,,1,2.9
89195ab6823ffff,1,1,,,,,,2,1,2.4
89195b4445bffff,,1,,,,,,,,0.9
89195bc612fffff,1,1,,,,,,,,1.9
89195cb4043ffff,,2,,,,,,3,1,2.5
89195d30ea3ffff,,1,,,,,,,,0.9
89195dae8b7ffff,1,1,,,,,,,,1.9
89195db490bffff,,1,,,,,,,,0.9
89195db8803ffff,,1,,,,,,,,0.9
8919723a397ffff,,1,,,,,,,,0.9
891973204a3ffff,,2,,,,,,,,1.8
89197324653ffff,,1,,,,,,,,0.9
89182c10eb7ffff,,,,,,,,,1,0.1
89190dad303ffff,,,,,,,,,1,0.1
89190e95a07ffff,,,,,,,,,1,0.1
89194256317ffff,,,,,,,,,1,0.1
89194e61ed3ffff,,,,,,,,,1,0.1
89194e6a4a3ffff,,,,,,,,,1,0.1
891951b991bffff,,,,,,,,,1,0.1
89195268cb7ffff,,,,,,,,,1,0.1
8919586b6c3ffff,,,,,,,,,1,0.1
89195c55b43ffff,,,,,,,,,1,0.1
89195d0925bffff,,,,,,,,,1,0.1
89195d8abb7ffff,,,,,,,,,1,0.1
89195e6c193ffff,,,,,,,,,1,0.1
891972cc12fffff,,,,,,,,,1,0.1
891973323c7ffff,,,,,,,,,2,0.2
89197661093ffff,,,,,,,,,1,0.1
89194e6cd93ffff,,,,1,,,,,,0.8
89194304533ffff,,,,1,,,,,,0.8
89194632a13ffff,,,,1,,,,,,0.8
89194e48a37ffff,1,,,1,,,,1,,2
8919599a64bffff,,,,1,,,,,,0.8
89195c0eaabffff,,,,1,,,,,1,0.9
89195cc017bffff,,,,1,,,,,,0.8
89194ad91bbffff,1,1,,,,,,,1,2
89194a7215bffff,,,,,,,7,,,5.46
89182c1441bffff,,,,,,,,,1,0.1
891909ace47ffff,,,,,,,,,1,0.1
891942784c3ffff,,,,,,,,,1,0.1
89194305d43ffff,,,,,,,,,1,0.1
891951b6013ffff,,,,,,,,,1,0.1
89195c4f4d3ffff,,,,,,,,,1,0.1
89195c64bc7ffff,,,,,,,,,1,0.1
89195dcb3d7ffff,,,,,,,,,1,0.1
8919727912fffff,,,,,,,,,2,0.2
89182165413ffff,1,,,,,,,,,1
89182c12953ffff,1,,,,,,,,,1
891909b9877ffff,1,,,,,,,,,1
8919405a993ffff,1,,,,,,,,,1
8919421914fffff,1,,,,,,,,,1
89194291acfffff,1,,,,,,,,,1
89194e69d4bffff,1,,,,,,,,,1
89194e6f247ffff,1,,,,,,,,,1
8919510eec3ffff,1,,,,,,,,,1
8919512a647ffff,1,,,,,,,,1,1.1
89195575b4fffff,1,,,,,,,,,1
89195a84323ffff,1,,,,,,,,,1
89197239323ffff,1,,,,,,,,,1
89197270967ffff,1,,,,,,,,,1
8918218906fffff,,,,,,,,1,1,0.3
891821ac147ffff,,,,,,,,,1,0.1
891823063dbffff,,,,,,,,,1,0.1
8918256cac7ffff,,,,,,,,,1,0.1
89182d26247ffff,,,,,,,,,1,0.1
89187430143ffff,,,,,,,,,1,0.1
89187463533ffff,,,,,,,,,2,0.2
891875d128fffff,,,,,,,,,1,0.1
891876369a7ffff,,,,,,,,,1,0.1
89194040187ffff,,,,,,,,,1,0.1
89194045e13ffff,,,,,,,,,1,0.1
891940c8e33ffff,,,,,,,,,1,0.1
89194136057ffff,,,,,,,,,1,0.1
89194139c47ffff,,,,,,,,,1,0.1
891941ad92fffff,,,,,,,,,1,0.1
89194206353ffff,,,,,,,,,1,0.1
8919420ce33ffff,,,,,,,,,1,0.1
891942c9b8fffff,,,,,,,,,1,0.1
891942cd5a7ffff,,,,,,,,,1,0.1
8919430e407ffff,,,,,,,,,1,0.1
8919435816fffff,,,,,,,,,1,0.1
89194364a87ffff,,,,,,,,,1,0.1
89194601a17ffff,,,,,,,,1,1,0.3
89194614e1bffff,,,,,,,,,1,0.1
8919462d2a7ffff,,,,,,,,,1,0.1
891946c91dbffff,,,,,,,,,1,0.1
891946c9c23ffff,,,,,,,,,1,0.1
891948c030bffff,,,,,,,,,1,0.1
89194a08b7bffff,,,,,,,,,1,0.1
89194a0d6cfffff,,,,,,,,,1,0.1
891951a0ea3ffff,,,,,,,,,1,0.1
891951a139bffff,,,,,,,,,1,0.1
8919521964fffff,,,,,,,,,1,0.1
89195252cbbffff,,,,,,,,,1,0.1
89195259d67ffff,,,,,,,,,1,0.1
891952725c7ffff,,,,,,,,,1,0.1
891955dab0bffff,,,,,,,,,1,0.1
8919580266fffff,,,,,,,,,1,0.1
89195852c97ffff,,,,,,,,,1,0.1
891958594abffff,,,,,,,,,1,0.1
8919589017bffff,,,,,,,,,1,0.1
8919589410fffff,,,,,,,,,1,0.1
891958a9bdbffff,,,,,,,,,1,0.1
89195a50b6bffff,,,,,,,,,1,0.1
89195b731cbffff,,,,,,,,,1,0.1
89195bc3133ffff,,,,,,,,,1,0.1
89195bc84c7ffff,,,,,,,,,1,0.1
89195c00b4bffff,,,,,,,,,1,0.1
89195c04bbbffff,,,,,,,,,1,0.1
89195c073d7ffff,,,,,,,,,1,0.1
89195c0a9c7ffff,,,,,,,,,1,0.1
89195c0cdb7ffff,,,,,,,,,1,0.1
89195c3146bffff,,,,,,,,,1,0.1
89195c766afffff,,,,,,,,,1,0.1
89195d908a3ffff,,,,,,,,,1,0.1
89195dcde2fffff,,,,,,,,,1,0.1
8919733624fffff,,,,,,,,,1,0.1
8918212341bffff,,,,,,,,1,,0.2
89182c6f64fffff,,,,,,,,1,,0.2
891875db4b7ffff,,,,,,,,1,,0.2
891909af493ffff,,,,,,,,1,,0.2
891940720cfffff,,,,,,,,1,,0.2
89194206503ffff,,,,,,,,1,,0.2
891942ca977ffff,,,,,,,,1,,0.2
89194ad3683ffff,,,,,,,,1,,0.2
89194ada2c7ffff,,,,,,,,1,,0.2
89194ada417ffff,,,,,,,,1,,0.2
89194ada52fffff,,,,,,,,1,,0.2
89194e62373ffff,,,,,,,,1,,0.2
8919518f30fffff,,,,,,,,1,,0.2
891951b6a0fffff,,,,,,,,1,,0.2
89195265b47ffff,,,,,,,,1,,0.2
891958168b3ffff,,,,,,,,1,,0.2
89195844043ffff,,,,,,,,1,,0.2
89195844b63ffff,,,,,,,,1,,0.2
8919584ec23ffff,,,,,,,,1,,0.2
8919588e397ffff,,,,,,,,1,,0.2
891959cdba7ffff,,,,,,,,1,,0.2
891959d4ac3ffff,,,,,,,,1,,0.2
89195aaa81bffff,,,,,,,,3,,0.6
89195b7adb7ffff,,,,,,,,1,,0.2
89195cb2dd3ffff,,,,,,,,1,,0.2
89195ccb06fffff,,,,,,,,1,,0.2
8919594c9d7ffff,,,,,,,,1,,0.2
891972d886fffff,,,,,,,,1,,0.2
89194ada8cbffff,,,,,,,,,1,0.1
891955463b3ffff,,,,,,,,,1,0.1
89195c8484bffff,,,,,,,,,1,0.1
89197316363ffff,,,,,,,,,1,0.1
891976001d3ffff,,,,,,,,,1,0.1
891821d9dcfffff,,,,,,,,1,,0.2
89182c16943ffff,,,,,,,,1,,0.2
89182c8db6fffff,,,,,,,,1,,0.2
891870d5137ffff,,,,,,,,1,,0.2
891908b6e77ffff,,,,,,,,1,,0.2
8919095126fffff,,,,,,,,1,,0.2
891909ac443ffff,,,,,,,,1,,0.2
89190c6628fffff,,,,,,,,1,,0.2
89190c6d69bffff,,,,,,,,1,,0.2
89190d966d7ffff,,,,,,,,2,,0.4
8919434dbb3ffff,,,,,,,,1,,0.2
89194ad119bffff,,,,,,,,1,,0.2
89194ad124bffff,,,,,,,,1,,0.2
891953a0cc3ffff,,,,,,,,1,,0.2
891953a11d7ffff,,,,,,,,1,,0.2
8919580d453ffff,,,,,,,,1,,0.2
89195ad7503ffff,,,,,,,,1,,0.2
89195c26ddbffff,,,,,,,,2,,0.4
89195c4f49bffff,,,,,,,,1,,0.2
89195c96027ffff,,,,,,,,1,,0.2
89195da6a03ffff,,,,,,,,1,,0.2
89190d6f523ffff,,,,,,,,,1,0.1
891958c2bc7ffff,,,,,,,,,1,0.1
89190c6ac23ffff,,,,,,,,,1,0.1
89195a0255bffff,,,,,,,,,1,0.1
89195ed4017ffff,,,,,,,,,1,0.1
8909a44ca8fffff,1,,,,,,,,,1
891909a664bffff,1,,,,,,,,,1
891955655c3ffff,1,,,,,,,,,1
89195991c43ffff,,,,,,,,,1,0.1
891909a5173ffff,,,,,1,,,,,0.6
891909aeea3ffff,,,,,1,,,3,,1.2
891909b414bffff,,,,,1,,,,,0.6
89194073387ffff,,,,,1,,,,,0.6
89194a82037ffff,,,,,1,,,,,0.6
89194ad2383ffff,,1,,,2,,,5,1,3.2
89194ad3017ffff,,1,,,2,,,7,1,3.6
89194e2a4a7ffff,,,,,1,,,3,1,1.3
89194e2e92bffff,,,,,1,,,,1,0.7
89194e49523ffff,,,,,1,,,,5,1.1
8919510eb3bffff,,,,,1,,,,,0.6
891954da2d7ffff,,,,,1,,,,,0.6
891959aa607ffff,,,,,3,,,1,,2
89195cac0bbffff,,,,,1,,,,,0.6
89195da6e33ffff,,2,,,2,,,12,5,5.9
89195da6e8fffff,1,1,,,1,,,7,5,4.4
89182a3a4afffff,2,2,,,1,,,10,2,6.6
89182ab9303ffff,,,,,1,,,1,,0.8
89182c8dc3bffff,,,,,1,,,,,0.6
891909c826fffff,1,,,,1,,,1,,1.8
8919421ab97ffff,,,,,1,,,1,1,0.9
891946191afffff,,,,,1,,,,,0.6
89194ac64cbffff,,,,,1,,,2,,1
89194e531abffff,2,,,,1,,,4,,3.4
891951a657bffff,2,1,,,4,,,8,,6.9
8919586b107ffff,1,,,,1,,,3,1,2.3
891958855dbffff,,6,,,2,,,13,2,9.4
89195b6154fffff,,1,,,1,,,,2,1.7
89195ca5923ffff,1,1,,,1,,,1,2,2.9
89195cadc1bffff,,3,,,1,,,5,,4.3
89195d88d83ffff,,1,,,1,,,1,,1.7
89195d96a9bffff,,,,,1,,,,,0.6
8918250aca7ffff,1,,,,,,,1,1,1.3
89182c1748bffff,2,1,,,,,,10,3,5.2
891909ac12bffff,1,1,,,,,,5,,2.9
891942c526bffff,,,,,,,,1,,0.2
89194ad307bffff,,1,,,,,,1,,1.1
89194ad3287ffff,,2,,,,,,5,,2.8
8919511032fffff,,,,,,,,1,,0.2
891951803bbffff,,,,,,,12,1,,9.56
89195d792b3ffff,,1,,,,,,3,,1.5
89197276533ffff,,3,,,,,,23,4,7.7
8919727653bffff,,2,,1,,,,7,,4
8919728b3a7ffff,,,,,,,,1,,0.2
89182e58697ffff,,,,,,,1,,,0.78
89194042a8fffff,,1,,,,,1,2,,2.08
8919420c96fffff,,,,,,,1,,,0.78
89194ad99afffff,,,,,,,1,,,0.78
89195181cc3ffff,,,,,,,1,,,0.78
8919732520bffff,,,,,,,1,1,1,1.08
89194ad30abffff,,,,,,,,,1,0.1
89195da350bffff,1,,,,,,,,1,1.1
8909a09199bffff,,,,,,,,1,1,0.3
891801a252fffff,1,,,,,,,2,,1.4
891828cdabbffff,,,,,,,,1,,0.2
89182a48b87ffff,,,,,,,,2,,0.4
89182c1292fffff,,,,,,,,1,1,0.3
89182c16967ffff,1,,,,,,,1,1,1.3
89182c16a73ffff,1,1,,,,,,1,,2.1
89182d2748fffff,,,,,,,,1,,0.2
89182e5ac47ffff,,,,,,,,1,,0.2
89182ec6a07ffff,,,,,,,,1,,0.2
891870dad7bffff,,,,,,,,1,,0.2
89187439c3bffff,,,,,,,,1,,0.2
8918743a9c3ffff,,,,,,,,1,,0.2
891874861abffff,,1,,,,,,2,1,1.4
89190891133ffff,,,,,,,,2,,0.4
89194072233ffff,,,,,,,,1,,0.2
8919420cb43ffff,,2,,,,,,4,1,2.7
891942208abffff,,,,,,,,1,,0.2
89194252437ffff,,1,,,,,,4,,1.7
89194291aafffff,,,,,,,,1,,0.2
891942c58afffff,,,,,,,,2,,0.4
891942ce297ffff,,1,,,,,,5,1,2
8919434dbc7ffff,,,,,,,,1,1,0.3
8919434eb2fffff,,,,,,,,1,,0.2
89194364853ffff,1,,,,,,,2,1,1.5
891943d048fffff,2,1,,,,,,2,1,3.4
89194638b3bffff,,,,,,,,1,,0.2
891946cb06bffff,,,,,,,,2,,0.4
891948c19b3ffff,,1,,,,,,5,,1.9
89194a06bafffff,,,,,,,,1,,0.2
89194a19977ffff,,,,,,,,2,,0.4
89194a7253bffff,,2,,,,,,4,,2.6
89194ab9983ffff,,,,,,,,1,,0.2
89194ac8b9bffff,,,,,,,,1,,0.2
89194ad0b37ffff,,,,,,,,1,,0.2
89194ad32c7ffff,,1,,,,,,2,,1.3
89194ad339bffff,,,,,,,,3,,0.6
89194ad46b3ffff,,,,,,,,1,,0.2
89194e2a5d3ffff,,1,,,,,,1,,1.1
89194e46033ffff,,,,,,,,1,,0.2
89194e69153ffff,,,,,,,,2,,0.4
89194e6938fffff,,,,,,,,3,,0.6
89194e69d0bffff,1,,,,,,,1,,1.2
89194ec9b4fffff,,,,,,,,1,,0.2
891951630b3ffff,,,,,,,,1,,0.2
891951a2543ffff,,,,,,,,1,,0.2
891951b7577ffff,,,,,,,,2,,0.4
891952d6a8bffff,,,,,,,,1,,0.2
891953a0b6bffff,,,,,,,,1,,0.2
891954d5427ffff,,,,,,,,1,,0.2
8919583b2d7ffff,,,,,,,,2,,0.4
8919587587bffff,,,,,,,,1,,0.2
89195879e57ffff,,,,,,,,1,,0.2
891958ba987ffff,,,,,,,,1,1,0.3
8919590e2b7ffff,,,,,,,,1,,0.2
8919590e667ffff,,,,,,,,1,,0.2
89195971587ffff,,4,,,,,,2,2,4.2
891959960a3ffff,,,,,,,,1,,0.2
891959b2423ffff,,,,,,,,1,,0.2
891959b6607ffff,,,,,,,,1,,0.2
891959b9d07ffff,,1,,,,,,1,,1.1
891959bac47ffff,,,,,,,,2,1,0.5
89195ab68dbffff,1,,,,,,,1,,1.2
89195b01ecfffff,,,,,,,,1,,0.2
89195c0ee43ffff,1,,,,,,,1,,1.2
89195c2a55bffff,,,,,,,,1,,0.2
89195c75d57ffff,,,,,,,,1,,0.2
89195caddd7ffff,,,,,,,,1,,0.2
89195d09c2fffff,,,,,,,,1,,0.2
89195d2443bffff,,,,,,,,1,,0.2
89195d2639bffff,,,,,,,,1,1,0.3
89195d38223ffff,,,,,,,,3,,0.6
89195d49b8fffff,,,,,,,,1,,0.2
89195da4867ffff,1,,,,,,,2,,1.4
89195da4957ffff,,,,,,,,2,,0.4
89195da5d53ffff,,,,,,,,3,,0.6
89195db4a93ffff,,,,,,,,1,,0.2
89197200c57ffff,,,,,,,,2,,0.4
89197239257ffff,1,6,,,,,,9,,8.2
89197248a2bffff,,,,1,,,,1,,1
89197276513ffff,,,,,,,,2,,0.4
8919728f12fffff,,1,,,,,,1,1,1.2
89197324073ffff,1,,,,,,,2,1,1.5
89197327607ffff,,,,,,,,1,,0.2
89197335307ffff,,,,,,,,2,,0.4
8919733537bffff,,,,,,,,1,,0.2
89197664ab7ffff,,,,,,,,1,,0.2
89194105aabffff,,,,,,,,,4,0.4
8919410cdd7ffff,,,,,,,,,1,0.1
891943d2617ffff,,,,,,,,,1,0.1
89194ad9003ffff,,,,,,,,,1,0.1
891953aab43ffff,,,,,,,,2,1,0.5
89195c2612fffff,,,,,,,,,1,0.1
89197260197ffff,,,,,,,,,1,0.1
89182c1a9cbffff,2,,,,,,,,,2
891948cd687ffff,1,,,,,,,,,1
89182c16c8bffff,,,,,,,,,1,0.1
891909b63a7ffff,,,,,,,,,1,0.1
89194ac0143ffff,,,,,,,,,1,0.1
89195844883ffff,,,,,,,,,1,0.1
89182332497ffff,2,,,,,,,,,2
8919426a193ffff,3,5,,,,,,1,,7.7
89194ac951bffff,1,,,,,,,,,1
89194adb407ffff,1,,,,,,,,,1
8919590e207ffff,2,,,,,,,,1,2.1
89195c3419bffff,2,2,,,,,,,1,3.9
89195d09813ffff,1,,,,,,,,,1
8919424999bffff,2,,,,,,,1,,2.2
89194ac95c7ffff,3,,,,,,,,,3
89195862923ffff,1,,,,,,,,,1
89195d3402bffff,2,,,,,,,,,2
89197288553ffff,1,,,,,,,,,1
891973353abffff,2,2,,,,,,,,3.8
891951b730bffff,,,,,,,,,1,0.1
89182c1019bffff,,1,,,,,,,,0.9
89182c8db3bffff,,1,,,,,,,,0.9
89190912e2bffff,,1,,,,,,,1,1
89194201613ffff,,1,,,,,,,,0.9
891942555d3ffff,,1,,,,,,,,0.9
891942b7677ffff,,2,,,,,,,1,1.9
891942ccaa7ffff,,1,,,,,,,,0.9
8919432251bffff,,1,,,,,,,,0.9
89194358573ffff,,1,,,,,,,,0.9
8919464a283ffff,1,1,,,,,,,,1.9
89194840a97ffff,,1,,,,,,,,0.9
89194a1a443ffff,,1,,,,,,,2,1.1
89194ac14b3ffff,,1,,,,,,1,,1.1
89194e642c7ffff,,2,,,,,,,,1.8
89194e87177ffff,,1,,,,,,,,0.9
89194ec9e63ffff,,2,,,,,,,,1.8
891951a2353ffff,,1,,,,,,,,0.9
891954d1613ffff,,1,,,,,,,,0.9
891955d8333ffff,,1,,,,,,,,0.9
89195816cdbffff,,1,,,,,,,,0.9
891958373cfffff,,1,,,,,,,,0.9
8919584660fffff,,1,,,,,,1,,1.1
89195915477ffff,,1,,,,,,,,0.9
891959714c7ffff,,2,,,,,,1,,2
89195971597ffff,,1,,,,,,,2,1.1
891959b9a13ffff,,1,,,,,,,,0.9
89195a146d7ffff,,1,,,,,,,,0.9
89195a16267ffff,,1,,,,,,,1,1
89195aa02cfffff,,1,,,,,,,,0.9
89195ac4243ffff,,1,,,,,,,,0.9
89195b906d3ffff,,1,,,,,,,,0.9
89195c0dd63ffff,,1,,,,,,,,0.9
89195c16b0bffff,,1,,,,,,,,0.9
89195c3147bffff,,2,,,,,,,,1.8
89195c382c3ffff,,1,,,,,,,,0.9
89195c3a4d3ffff,,1,,,,,,1,,1.1
89195c4756fffff,,1,,,,,,,,0.9
89195cac127ffff,,1,,,,,,,,0.9
89195d19c4bffff,,1,,,,,,,,0.9
89195d2b12fffff,,2,,,,,,,,1.8
89195d2c36fffff,1,1,,,,,,,,1.9
89195da6c1bffff,,1,,,,,,2,,1.3
89195db0ba3ffff,,2,,,,,,,1,1.9
89195dcd283ffff,,1,,,,,,,,0.9
8919727ac2bffff,,1,,,,,,,,0.9
89197322c17ffff,,1,,,,,,,,0.9
89197324067ffff,,1,,,,,,,,0.9
891973342cbffff,,5,,,,,,2,,4.9
891973350afffff,,1,,,,,,,,0.9
891973adbafffff,,1,,,,,,,,0.9
8919768c803ffff,,1,,,,,,,,0.9
8919768ccb3ffff,,2,,,,,,,,1.8
89182c1445bffff,,,,,,,,,1,0.1
89182c52907ffff,,,,,,,,,1,0.1
8918746ab27ffff,,,,,,,,,1,0.1
89190907183ffff,,,,,,,,,1,0.1
891942cca2bffff,,,,,,,,,1,0.1
89194e80517ffff,,,,,,,,,1,0.1
891959731abffff,,,,,,,,,1,0.1
89195988b0fffff,,,,,,,,,1,0.1
89195d068afffff,,,,,,,,,1,0.1
89195d44553ffff,,,,,,,,,1,0.1
89195dd6223ffff,,,,,,,,,1,0.1
89194ad2547ffff,,,,,,,,1,2,0.4
891952d6ddbffff,,,,,,,,,2,0.2
891958a21abffff,,,,1,,,,,1,0.9
89195b40c67ffff,,,,1,,,,,,0.8
89195db4d93ffff,,,,1,,,,,,0.8
89195da6d2fffff,,1,,,,,,,,0.9
89195da8c9bffff,,1,,,,,,,,0.9
89194a0d207ffff,,,,,,,2,,,1.56
8919413640bffff,,,,,,,,,1,0.1
8919424f51bffff,,,,,,,,,1,0.1
89194842ddbffff,,,,,,,,,2,0.2
89194a016afffff,,,,,,,,,1,0.1
89195130647ffff,,,,,,,,,1,0.1
89182c176afffff,1,,,,,,,,,1
89182c8c34bffff,1,,,,,,,,,1
8918746ea2bffff,1,,,,,,,,,1
89190932487ffff,1,,,,,,,,,1
891909ac04bffff,2,,,,,,,,,2
8919407041bffff,1,,,,,,,,,1
89194276e27ffff,1,,,,,,,,1,1.1
891942cdd5bffff,1,,,,,,,,,1
89195879bc7ffff,1,,,,,,,1,,1.2
89195c0e34bffff,1,,,,,,,,,1
89195cc0c6fffff,1,,,,,,,1,,1.2
891951b7537ffff,,,,,,,,,1,0.1
89197278043ffff,,,,,,,,,2,0.2
8909a46418fffff,,,,,,,,,1,0.1
8918256db17ffff,,,,,,,,,1,0.1
891825ace97ffff,,,,,,,,,1,0.1
891874674a3ffff,,,,,,,,,1,0.1
89194040437ffff,,,,,,,,,1,0.1
89194070463ffff,,,,,,,,,1,0.1
891941364b7ffff,,,,,,,,,1,0.1
8919416626bffff,,,,,,,,,1,0.1
89194200a4fffff,,,,,,,,,1,0.1
8919420ed2fffff,,,,,,,,,1,0.1
89194220eabffff,,,,,,,,,1,0.1
891942395b7ffff,,,,,,,,,1,0.1
89194239683ffff,,,,,,,,,1,0.1
8919429aa0fffff,,,,,,,,,1,0.1
891942c6e6bffff,,,,,,,,,1,0.1
891942d018bffff,,,,,,,,,1,0.1
89194362303ffff,,,,,,,,,1,0.1
891946ad84bffff,,,,,,,,,1,0.1
891946c906bffff,,,,,,,,,1,0.1
89194a01433ffff,,,,,,,,,1,0.1
89194a14957ffff,,,,,,,,,1,0.1
89194ab25a7ffff,,,,,,,,,1,0.1
89194ac2447ffff,,,,,,,,,1,0.1
89194ad1ddbffff,,,,,,,,,1,0.1
89194e95a83ffff,,,,,,,,,1,0.1
89194eb1403ffff,,,,,,,,,1,0.1
891951365afffff,,,,,,,,,1,0.1
89195180537ffff,,,,,,,,,1,0.1
89195180c6fffff,,,,,,,,,1,0.1
891951b5363ffff,,,,,,,,,1,0.1
891951d6a83ffff,,,,,,,,,1,0.1
891952cd96bffff,,,,,,,,,1,0.1
891952d617bffff,,,,,,,,,1,0.1
891955205cbffff,,,,,,,,1,1,0.3
891958145b3ffff,,,,,,,,,1,0.1
89195821483ffff,,,,,,,,,1,0.1
89195867467ffff,,,,,,,,,1,0.1
89195890297ffff,,,,,,,,,1,0.1
891958c7673ffff,,,,,,,,,1,0.1
891959033b7ffff,,,,,,,,,1,0.1
89195912957ffff,,,,,,,,,1,0.1
89195a02b83ffff,,,,,,,,,2,0.2
89195ab75b7ffff,,,,,,,,,1,0.1
89195b614c7ffff,,,,,,,,,1,0.1
89195bb8033ffff,,,,,,,,,1,0.1
89195bd6b17ffff,,,,,,,,,1,0.1
89195c0cb13ffff,,,,,,,,,1,0.1
89195c10e6bffff,,,,,,,,,1,0.1
89195c67613ffff,,,,,,,,,1,0.1
89195caa987ffff,,,,,,,,,1,0.1
89195d308bbffff,,,,,,,,,1,0.1
89195da154bffff,,,,,,,,,1,0.1
89195da6863ffff,,,,,,,,,1,0.1
89195e86247ffff,,,,,,,,,1,0.1
89195e944afffff,,,,,,,,,1,0.1
89195ea1dafffff,,,,,,,,,1,0.1
89197332617ffff,,,,,,,,,1,0.1
89197334177ffff,,,,,,,,,1,0.1
891823012b7ffff,,,,,,,,1,,0.2
8918743931bffff,,,,,,,,1,,0.2
8919424dc8bffff,,,,,,,,1,,0.2
891943655d3ffff,,,,,,,,1,,0.2
89194ac6da3ffff,,,,,,,,1,,0.2
89194ad115bffff,,,,,,,,2,,0.4
89194e843cbffff,,,,,,,,1,,0.2
89195110423ffff,,,,,,,,1,,0.2
891951b1ea7ffff,,,,,,,,1,,0.2
891951b6aabffff,,,,,,,,1,,0.2
8919569a38fffff,,,,,,,,1,,0.2
89195879143ffff,,,,,,,,1,,0.2
8919590108bffff,,,,,,,,1,,0.2
89195ab5927ffff,,,,,,,,1,,0.2
89195ab74b3ffff,,,,,,,,1,,0.2
89195c62e33ffff,,,,,,,,1,,0.2
89195d38a9bffff,,,,,,,,1,,0.2
89194176c97ffff,,,,,,,,1,,0.2
89182c6c4c3ffff,,,,,,,,,1,0.1
891946c836fffff,,,,,,,,,1,0.1
89194e98e8bffff,,,,,,,,,1,0.1
89195da6e57ffff,,,,,,,,,2,0.2
8919727ab2bffff,,,,,,,,,1,0.1
89197316283ffff,,,,,,,,,1,0.1
891805b4a83ffff,,,,,,,,1,,0.2
89182355303ffff,,,,,,,,1,,0.2
89182c1a327ffff,,,,,,,,1,,0.2
89194045e8fffff,,,,,,,,1,,0.2
8919413a0c3ffff,,,,,,,,1,,0.2
8919429a963ffff,,,,,,,,1,,0.2
891942ce8c3ffff,,,,,,,,1,,0.2
89194ad068bffff,,,,,,,,1,,0.2
89194ad1237ffff,,,,,,,,1,,0.2
89194e47193ffff,,,,,,,,1,1,0.3
891951b5a27ffff,,,,,,,,1,,0.2
8919597a30bffff,,,,,,,,3,,0.6
89195cb7147ffff,,,,,,,,1,,0.2
89195cb7583ffff,,,,,,,,1,,0.2
89195d09a87ffff,,,,,,,,1,,0.2
89195da44cfffff,,,,,,,,3,,0.6
89195da738bffff,,,,,,,,1,,0.2
89195dd6627ffff,,,,,,,,1,,0.2
89182804613ffff,,,,,,,,,1,0.1
89195541b8fffff,,,,,,,,,1,0.1
89180192aa3ffff,,,,,,,,,1,0.1
89192b0d11bffff,,,,,,,,,1,0.1
8919416c6a7ffff,,,,,,,,,1,0.1
89194aaa1a3ffff,,,,,,,,,1,0.1
891951644a3ffff,,,,,,,,,1,0.1
89195b08da3ffff,,,,,,,,,2,0.2
89195a2aed7ffff,,,,1,,,,,,0.8
89194adb517ffff,1,,,,,,,,,1
